date,sex,age_group,council_area_2019,main_client_group,number_of_people,council_area,financial_year
2023-03-31,Male,18-64,S12000041,All Adults,39,Angus,2022/23
2023-03-31,Male,18-64,S12000042,All Adults,26,Dundee City,2022/23
2023-03-31,Male,18-64,S12000045,All Adults,11,East Dunbartonshire,2022/23
2023-03-31,Male,18-64,S12000047,All Adults,175,Fife,2022/23
2023-03-31,Male,18-64,S12000048,All Adults,120,Perth and Kinross,2022/23
2023-03-31,Male,18-64,S12000049,All Adults,382,Glasgow City,2022/23
2023-03-31,Male,18-64,S12000050,All Adults,55,North Lanarkshire,2022/23
2023-03-31,Male,18-64,S92000003,All Adults,2027,Scotland,2022/23
2023-03-31,Male,65-74,S12000006,All Adults,46,Dumfries and Galloway,2022/23
2023-03-31,Male,65-74,S12000008,All Adults,57,East Ayrshire,2022/23
2023-03-31,Male,65-74,S12000013,All Adults,16,Na h-Eileanan Siar,2022/23
2023-03-31,Male,65-74,S12000014,All Adults,40,Falkirk,2022/23
2023-03-31,Male,65-74,S12000017,All Adults,88,Highland,2022/23
2023-03-31,Male,65-74,S12000018,All Adults,45,Inverclyde,2022/23
2023-03-31,Male,65-74,S12000019,All Adults,32,Midlothian,2022/23
2023-03-31,Male,65-74,S12000020,All Adults,17,Moray,2022/23
2023-03-31,Male,65-74,S12000021,All Adults,45,North Ayrshire,2022/23
2023-03-31,Male,65-74,S12000026,All Adults,20,Scottish Borders,2022/23
2023-03-31,Male,65-74,S12000028,All Adults,41,South Ayrshire,2022/23
2023-03-31,Male,65-74,S12000029,All Adults,127,South Lanarkshire,2022/23
2023-03-31,Male,65-74,S12000030,All Adults,35,Stirling,2022/23
2023-03-31,Male,65-74,S12000033,All Adults,73,Aberdeen City,2022/23
2023-03-31,Male,65-74,S12000034,All Adults,76,Aberdeenshire,2022/23
2023-03-31,Male,65-74,S12000036,All Adults,106,City of Edinburgh,2022/23
2023-03-31,Male,65-74,S12000038,All Adults,66,Renfrewshire,2022/23
2023-03-31,Male,65-74,S12000039,All Adults,42,West Dunbartonshire,2022/23
2023-03-31,Male,65-74,S12000040,All Adults,29,West Lothian,2022/23
2023-03-31,Male,65-74,S12000041,All Adults,47,Angus,2022/23
2023-03-31,Male,65-74,S12000042,All Adults,59,Dundee City,2022/23
2023-03-31,Male,65-74,S12000045,All Adults,29,East Dunbartonshire,2022/23
2023-03-31,Male,65-74,S12000047,All Adults,147,Fife,2022/23
2023-03-31,Male,65-74,S12000048,All Adults,55,Perth and Kinross,2022/23
2023-03-31,Male,65-74,S12000049,All Adults,313,Glasgow City,2022/23
2023-03-31,Male,65-74,S12000050,All Adults,69,North Lanarkshire,2022/23
2023-03-31,Male,65-74,S92000003,All Adults,1783,Scotland,2022/23
2023-03-31,Male,75-84,S12000005,All Adults,27,Clackmannanshire,2022/23
2023-03-31,Male,75-84,S12000006,All Adults,101,Dumfries and Galloway,2022/23
2023-03-31,Male,75-84,S12000008,All Adults,111,East Ayrshire,2022/23
2023-03-31,Male,75-84,S12000010,All Adults,70,East Lothian,2022/23
2023-03-31,Male,75-84,S12000011,All Adults,44,East Renfrewshire,2022/23
2023-03-31,Male,75-84,S12000013,All Adults,13,Na h-Eileanan Siar,2022/23
2023-03-31,Male,75-84,S12000014,All Adults,67,Falkirk,2022/23
2023-03-31,Male,75-84,S12000017,All Adults,192,Highland,2022/23
2023-03-31,Male,75-84,S12000018,All Adults,81,Inverclyde,2022/23
2023-03-31,Male,75-84,S12000019,All Adults,42,Midlothian,2022/23
2023-03-31,Male,75-84,S12000020,All Adults,64,Moray,2022/23
2023-03-31,Male,75-84,S12000021,All Adults,89,North Ayrshire,2022/23
2023-03-31,Male,75-84,S12000023,All Adults,17,Orkney Islands,2022/23
2023-03-31,Male,75-84,S12000026,All Adults,68,Scottish Borders,2022/23
2023-03-31,Male,75-84,S12000027,All Adults,11,Shetland Islands,2022/23
2023-03-31,Male,75-84,S12000028,All Adults,98,South Ayrshire,2022/23
2023-03-31,Male,75-84,S12000029,All Adults,200,South Lanarkshire,2022/23
2023-03-31,Male,75-84,S12000030,All Adults,59,Stirling,2022/23
2023-03-31,Male,75-84,S12000033,All Adults,138,Aberdeen City,2022/23
2023-03-31,Male,75-84,S12000034,All Adults,153,Aberdeenshire,2022/23
2023-03-31,Male,75-84,S12000035,All Adults,39,Argyll and Bute,2022/23
2023-03-31,Male,75-84,S12000036,All Adults,224,City of Edinburgh,2022/23
2023-03-31,Male,75-84,S12000038,All Adults,138,Renfrewshire,2022/23
2023-03-31,Male,75-84,S12000039,All Adults,73,West Dunbartonshire,2022/23
2023-03-31,Male,75-84,S12000040,All Adults,104,West Lothian,2022/23
2023-03-31,Male,75-84,S12000041,All Adults,74,Angus,2022/23
2023-03-31,Male,75-84,S12000042,All Adults,90,Dundee City,2022/23
2023-03-31,Male,75-84,S12000045,All Adults,58,East Dunbartonshire,2022/23
2023-03-31,Male,75-84,S12000047,All Adults,259,Fife,2022/23
2023-03-31,Male,75-84,S12000048,All Adults,102,Perth and Kinross,2022/23
2023-03-31,Male,75-84,S12000049,All Adults,470,Glasgow City,2022/23
2023-03-31,Male,75-84,S12000050,All Adults,181,North Lanarkshire,2022/23
2023-03-31,Male,75-84,S92000003,All Adults,3453,Scotland,2022/23
2023-03-31,Male,85-94,S12000005,All Adults,19,Clackmannanshire,2022/23
2023-03-31,Male,85-94,S12000006,All Adults,123,Dumfries and Galloway,2022/23
2023-03-31,Male,85-94,S12000008,All Adults,62,East Ayrshire,2022/23
2023-03-31,Male,85-94,S12000010,All Adults,88,East Lothian,2022/23
2023-03-31,Male,85-94,S12000011,All Adults,34,East Renfrewshire,2022/23
2023-03-31,Male,85-94,S12000013,All Adults,14,Na h-Eileanan Siar,2022/23
2023-03-31,Male,85-94,S12000014,All Adults,84,Falkirk,2022/23
2023-03-31,Male,85-94,S12000017,All Adults,174,Highland,2022/23
2023-03-31,Male,85-94,S12000018,All Adults,56,Inverclyde,2022/23
2023-03-31,Male,85-94,S12000020,All Adults,61,Moray,2022/23
2023-03-31,Male,85-94,S12000021,All Adults,67,North Ayrshire,2022/23
2023-03-31,Male,85-94,S12000026,All Adults,64,Scottish Borders,2022/23
2023-03-31,Male,85-94,S12000027,All Adults,8,Shetland Islands,2022/23
2023-03-31,Male,85-94,S12000028,All Adults,122,South Ayrshire,2022/23
2023-03-31,Male,85-94,S12000029,All Adults,165,South Lanarkshire,2022/23
2023-03-31,Male,85-94,S12000030,All Adults,46,Stirling,2022/23
2023-03-31,Male,85-94,S12000033,All Adults,134,Aberdeen City,2022/23
2023-03-31,Male,85-94,S12000034,All Adults,192,Aberdeenshire,2022/23
2023-03-31,Male,85-94,S12000035,All Adults,52,Argyll and Bute,2022/23
2023-03-31,Male,85-94,S12000036,All Adults,302,City of Edinburgh,2022/23
2023-03-31,Male,85-94,S12000038,All Adults,147,Renfrewshire,2022/23
2023-03-31,Male,85-94,S12000039,All Adults,53,West Dunbartonshire,2022/23
2023-03-31,Male,85-94,S12000040,All Adults,75,West Lothian,2022/23
2023-03-31,Male,85-94,S12000041,All Adults,100,Angus,2022/23
2023-03-31,Male,85-94,S12000042,All Adults,83,Dundee City,2022/23
2023-03-31,Male,85-94,S12000045,All Adults,88,East Dunbartonshire,2022/23
2023-03-31,Male,85-94,S12000047,All Adults,245,Fife,2022/23
2023-03-31,Male,85-94,S12000048,All Adults,113,Perth and Kinross,2022/23
2023-03-31,Male,85-94,S12000049,All Adults,274,Glasgow City,2022/23
2023-03-31,Male,85-94,S12000050,All Adults,130,North Lanarkshire,2022/23
2023-03-31,Male,85-94,S92000003,All Adults,3219,Scotland,2022/23
2023-03-31,Male,95 and Older,S12000006,All Adults,10,Dumfries and Galloway,2022/23
2023-03-31,Male,95 and Older,S12000008,All Adults,9,East Ayrshire,2022/23
2023-03-31,Male,95 and Older,S12000013,All Adults,5,Na h-Eileanan Siar,2022/23
2023-03-31,Male,95 and Older,S12000014,All Adults,11,Falkirk,2022/23
2023-03-31,Male,95 and Older,S12000017,All Adults,23,Highland,2022/23
2023-03-31,Male,95 and Older,S12000018,All Adults,0,Inverclyde,2022/23
2023-03-31,Male,95 and Older,S12000020,All Adults,9,Moray,2022/23
2023-03-31,Male,95 and Older,S12000021,All Adults,7,North Ayrshire,2022/23
2023-03-31,Male,95 and Older,S12000026,All Adults,12,Scottish Borders,2022/23
2023-03-31,Male,95 and Older,S12000028,All Adults,10,South Ayrshire,2022/23
2023-03-31,Male,95 and Older,S12000029,All Adults,22,South Lanarkshire,2022/23
2023-03-31,Male,95 and Older,S12000030,All Adults,10,Stirling,2022/23
2023-03-31,Male,95 and Older,S12000033,All Adults,22,Aberdeen City,2022/23
2023-03-31,Male,95 and Older,S12000034,All Adults,21,Aberdeenshire,2022/23
2023-03-31,Male,95 and Older,S12000035,All Adults,11,Argyll and Bute,2022/23
2023-03-31,Male,95 and Older,S12000036,All Adults,34,City of Edinburgh,2022/23
2023-03-31,Male,95 and Older,S12000038,All Adults,26,Renfrewshire,2022/23
2023-03-31,Male,95 and Older,S12000039,All Adults,0,West Dunbartonshire,2022/23
2023-03-31,Male,95 and Older,S12000040,All Adults,6,West Lothian,2022/23
2023-03-31,Male,95 and Older,S12000041,All Adults,16,Angus,2022/23
2023-03-31,Male,95 and Older,S12000042,All Adults,9,Dundee City,2022/23
2023-03-31,Male,95 and Older,S12000045,All Adults,11,East Dunbartonshire,2022/23
2023-03-31,Male,95 and Older,S12000047,All Adults,28,Fife,2022/23
2023-03-31,Male,95 and Older,S12000048,All Adults,24,Perth and Kinross,2022/23
2023-03-31,Male,95 and Older,S12000049,All Adults,46,Glasgow City,2022/23
2023-03-31,Male,95 and Older,S12000050,All Adults,11,North Lanarkshire,2022/23
2023-03-31,Male,95 and Older,S92000003,All Adults,417,Scotland,2022/23
